Candidate_ID,Gender,Age,Education_Level,University_Type,Experience_Years,Application_Channel,Region,Role_Applied,Ticketing_Tool,Language_Proficiency,Live_Chat_Experience_Months,CSAT_Prior,Typing_Speed_WPM,Night_Shifts,Manager_Score,Interview_Sentiment,Stage_Reached,Offer_Result,Time_to_Hire_Days,Salary_Expectation_USD,Bias_Flag
CS7MRUQ88,Male,26,High School,Public,1.9,Career Site,North America,Customer Support Agent,Freshdesk,B2,21,90.0,69,Yes,2.6,-0.44,Offer,Not Hired,,1151,No
CSQVGPHFD,Female,22,Bachelor,Public,4.0,Referral,North America,Customer Support Agent,Freshdesk,C2,27,76.3,72,No,3.6,0.84,Offer,Not Hired,,926,Yes
CVAXPN1T0,Male,27,Bachelor,Public,8.8,Referral,North America,Customer Support Agent,Zendesk,B2,71,82.2,40,Yes,2.5,0.32,Offer,Not Hired,,1297,No
CZBHU9FD7,Female,55,High School,Public,2.9,Career Site,North America,Customer Support Agent,Zendesk,B2,23,78.6,53,Yes,3.0,1.91,Offer,Not Hired,,1066,No
C8GOWHLOX,Female,48,Bootcamp,Public,4.8,Career Site,North America,Team Lead,Zendesk,B2,32,68.9,65,Yes,2.8,-1.0,Offer,Not Hired,,3003,No
CLOK1FII6,Female,19,Bachelor,Public,0.0,Recruiting Agency,Europe,Customer Support Agent,Zendesk,B1,0,81.1,78,Yes,1.0,-0.44,Offer,Not Hired,,1169,No
C8SF1R4M9,Non-binary,52,Bachelor,Private,7.8,Job Board,North America,Customer Support Agent,Intercom,B1,59,97.3,76,Yes,3.1,-1.38,Offer,Hired,30.0,1425,No
C3I0KMJYJ,Female,26,Bachelor,Public,2.6,LinkedIn,North America,Team Lead,Zendesk,B2,22,68.5,45,Yes,2.7,0.38,Offer,Not Hired,,2823,No
CWU19A9DS,Female,34,Bachelor,Public,6.5,Career Site,Caribbean,Senior Support Agent,Zendesk,B1,47,82.3,70,No,3.2,2.0,Offer,Not Hired,,1758,No
CMXZ4O7LH,Female,31,Master,Public,3.5,Career Site,APAC,Senior Support Agent,Other,B1,26,81.8,56,Yes,3.3,0.21,Offer,Hired,33.0,1516,No
CNTY3IK7P,Male,33,Bachelor,Private,5.4,Job Board,Andean,Customer Support Agent,Zendesk,C2,32,84.6,68,Yes,4.5,0.34,Offer,Hired,22.0,984,No
CI9Q976U2,Prefer_not_to_say,47,Bachelor,Public,5.5,Career Site,Pacific,Customer Support Agent,Salesforce,C1,42,74.7,64,Yes,3.5,0.75,Offer,Not Hired,,1188,No
C8JBLWTCU,Female,45,Master,Private,2.6,Job Board,Europe,Customer Support Agent,Intercom,C2,27,70.9,40,Yes,3.5,0.15,Offer,Not Hired,,1124,Yes
CGSUWOOY0,Non-binary,40,Bachelor,Public,6.6,Career Site,Andean,Customer Support Agent,Intercom,B2,57,71.5,62,Yes,3.6,0.58,Offer,Hired,39.0,1003,No
C3MPLSEPG,Female,42,High School,Private,1.8,LinkedIn,Andean,Customer Support Agent,Freshdesk,C1,14,92.8,67,Yes,3.9,0.6,Offer,Hired,28.0,1237,No
CT49QCID1,Male,45,Bachelor,Private,5.8,Career Site,Caribbean,Customer Support Agent,Zendesk,B2,48,74.6,55,No,3.6,-0.51,Offer,Hired,17.0,1106,No
C9TGA9LEG,Female,25,PhD,Public,2.8,LinkedIn,Pacific,Customer Support Agent,Salesforce,B1,17,78.2,52,No,3.5,0.17,Offer,Hired,43.0,1238,No
CJX6JYCAB,Male,33,PhD,Private,4.7,Referral,APAC,Customer Support Agent,Salesforce,C1,47,99.3,36,No,3.8,0.92,Offer,Not Hired,,939,No
C7U2AA4DF,Male,22,Bachelor,Private,2.6,LinkedIn,Europe,Customer Support Agent,Zendesk,B1,33,76.5,63,No,1.6,1.09,Offer,Not Hired,,1265,No
CSVIQYPNC,Male,45,Master,Public,3.9,Referral,Pacific,Customer Support Agent,Salesforce,B2,32,85.1,58,Yes,4.8,1.42,Offer,Hired,20.0,1183,No
CQ2W6EATG,Female,35,Bachelor,Public,1.0,LinkedIn,APAC,Customer Support Agent,Freshdesk,C1,24,90.8,44,Yes,4.4,0.55,Offer,Hired,28.0,1298,No
CV6MTYF6H,Male,42,Bootcamp,Private,4.4,Recruiting Agency,North America,Customer Support Agent,Salesforce,C1,31,90.4,51,Yes,3.5,0.57,Offer,Hired,33.0,1261,No
C3XF0HV88,Prefer_not_to_say,39,Bachelor,Private,3.9,Job Board,Europe,Senior Support Agent,Salesforce,B2,24,71.6,57,No,2.3,0.93,Offer,Not Hired,,1678,No
C5RUK7R1M,Male,29,Bachelor,Private,2.4,Career Site,Andean,Senior Support Agent,Zendesk,B2,15,76.4,48,Yes,4.1,-0.29,Offer,Hired,23.0,1658,No
C0I0BDMRZ,Male,24,Bachelor,Public,3.7,LinkedIn,Pacific,Customer Support Agent,Salesforce,B1,28,84.7,55,Yes,2.8,-0.32,Offer,Hired,28.0,1394,No
CMALPTXIV,Male,54,Master,Public,4.1,LinkedIn,Andean,Customer Support Agent,Other,C2,47,97.9,34,No,3.7,0.14,Offer,Hired,24.0,1052,No
CW1S3HZBD,Female,29,Bachelor,Private,2.2,Job Board,Andean,Customer Support Agent,Intercom,B1,16,76.1,71,Yes,2.4,-0.9,Offer,Not Hired,,1223,No
C5RWVZIGB,Male,23,Bachelor,Private,3.5,Job Board,North America,Customer Support Agent,Zendesk,B2,23,78.3,55,Yes,4.9,0.62,Offer,Not Hired,,1037,No
C5IUQFOCG,Female,30,Bachelor,Public,1.2,Job Board,Andean,Customer Support Agent,Salesforce,B2,4,85.4,42,No,2.3,1.19,Offer,Not Hired,,793,No
CF3U7PHV7,Male,52,High School,Public,9.9,Career Site,North America,Team Lead,Intercom,C2,86,87.8,25,Yes,3.3,-0.39,Offer,Not Hired,,1958,No
CTAK7S8SA,Female,28,Bachelor,Private,6.6,Career Site,North America,Customer Support Agent,Zendesk,C1,59,88.0,67,Yes,1.8,0.64,Offer,Not Hired,,1167,No
C51Z8H6I8,Female,55,Master,Private,4.5,Job Board,Andean,Customer Support Agent,Salesforce,B2,33,75.6,62,Yes,3.3,-0.32,Offer,Not Hired,,1216,No
CGT2CC4CW,Male,36,Bachelor,Private,6.8,Recruiting Agency,Pacific,Senior Support Agent,Freshdesk,C2,43,78.2,58,Yes,3.0,-0.66,Offer,Not Hired,,1804,No
C7WRPWUSF,Male,50,Bootcamp,Public,0.0,Job Board,North America,Customer Support Agent,Salesforce,B1,0,83.7,65,No,4.1,2.0,Offer,Not Hired,,1289,No
CX0ZCZ0G4,Male,43,Bachelor,Public,0.0,Job Board,Europe,Customer Support Agent,Intercom,C2,10,92.2,65,No,3.0,-0.65,Offer,Hired,21.0,1165,No
CSR0STL78,Prefer_not_to_say,20,PhD,Public,2.8,Referral,Caribbean,Customer Support Agent,Zendesk,B1,27,80.4,57,Yes,4.1,-0.9,Offer,Not Hired,,972,Yes
CE0AN8GNH,Female,37,Master,Public,0.2,LinkedIn,APAC,Team Lead,Other,B2,2,81.8,52,Yes,2.6,0.44,Offer,Not Hired,,2614,No
C0QV7S0DH,Female,34,Bachelor,Public,3.2,LinkedIn,Europe,Customer Support Agent,Freshdesk,B1,37,74.2,50,Yes,3.1,0.49,Offer,Not Hired,,1128,No
C84XNH42I,Female,26,Bachelor,Public,4.3,Job Board,North America,Customer Support Agent,Freshdesk,C2,46,97.4,60,No,3.1,0.85,Offer,Hired,32.0,1005,No
CVWR7EJDY,Male,39,Bachelor,Public,6.2,Job Board,Pacific,Senior Support Agent,Zendesk,C2,49,83.7,72,Yes,3.6,2.0,Offer,Not Hired,,1820,No
CX9TFQDYY,Male,22,Master,Public,0.8,Referral,North America,Customer Support Agent,Zendesk,C1,6,90.7,54,Yes,3.6,-0.45,Offer,Not Hired,,1113,No
C4MLCOR11,Male,44,Master,Private,4.8,Job Board,Europe,Senior Support Agent,Intercom,B2,35,82.6,73,No,3.8,-0.27,Offer,Hired,31.0,1546,No
CFKSMA40S,Male,49,Master,Public,3.8,LinkedIn,Caribbean,Customer Support Agent,Zendesk,B2,29,83.0,59,No,3.5,1.7,Offer,Not Hired,,1071,No
CL4BQ28JX,Female,22,Bachelor,Public,4.7,LinkedIn,APAC,Customer Support Agent,Salesforce,B2,29,70.3,60,No,3.8,1.1,Offer,Hired,37.0,1333,No
CGEM5YRKF,Male,36,Bootcamp,Private,2.4,Career Site,APAC,Customer Support Agent,Other,B2,10,64.9,84,No,2.7,0.97,Offer,Not Hired,,1328,No
CJFGYEBTK,Male,43,Bachelor,Public,7.4,Referral,Pacific,Team Lead,Salesforce,B1,49,92.5,75,Yes,3.6,-0.28,Offer,Not Hired,,2468,No
CQFHPYOTS,Male,21,Bootcamp,Public,3.5,LinkedIn,North America,Customer Support Agent,Zendesk,C1,35,83.0,75,No,4.4,1.26,Offer,Hired,21.0,1109,No
CJKPBYWLN,Female,33,High School,Private,8.4,Referral,North America,Customer Support Agent,Intercom,C1,58,84.2,45,No,2.1,0.97,Offer,Not Hired,,864,No
CLX1DOAQI,Female,28,Bachelor,Private,1.7,Referral,Europe,Senior Support Agent,Zendesk,C2,25,72.3,81,Yes,3.6,0.42,Offer,Not Hired,,2138,Yes
CMQLO13AN,Female,20,Bachelor,Public,5.7,Job Board,Europe,Customer Support Agent,Salesforce,B2,41,75.2,54,Yes,3.8,-0.28,Offer,Not Hired,,1271,No
C4THVFAWS,Female,48,Master,Private,3.6,Recruiting Agency,Andean,Senior Support Agent,Freshdesk,B2,39,90.9,52,Yes,4.3,0.35,Offer,Not Hired,,1892,Yes
C1M4P0DD2,Male,35,Master,Private,2.9,Job Board,Andean,Senior Support Agent,Salesforce,B2,21,96.1,29,No,3.8,1.73,Offer,Not Hired,,1120,No
C47LA9VI1,Female,46,Master,Private,5.4,Job Board,Caribbean,Customer Support Agent,Zendesk,B1,34,77.4,59,No,3.4,-0.73,Offer,Not Hired,,1107,No
C6K12SWJ7,Male,40,Master,Public,3.0,Referral,APAC,Senior Support Agent,Zendesk,C1,32,87.7,42,No,3.6,-0.47,Offer,Not Hired,,1668,No
C990BNQ8T,Male,51,Master,Private,0.0,Job Board,Pacific,Senior Support Agent,Other,C1,8,83.6,60,Yes,2.8,-0.32,Offer,Not Hired,,1874,No
CTF2MD9GA,Male,55,High School,Public,0.0,Referral,Europe,Customer Support Agent,Freshdesk,B1,0,81.0,41,No,3.0,-0.12,Offer,Not Hired,,1026,No
CCQD4SLAR,Female,41,Bachelor,Public,7.1,LinkedIn,Pacific,Team Lead,Salesforce,B2,55,97.4,77,Yes,2.4,0.24,Offer,Not Hired,,2317,No
CF9KRAEHB,Female,32,Bootcamp,Public,7.0,Career Site,Caribbean,Team Lead,Salesforce,C1,51,78.9,62,Yes,4.3,1.11,Offer,Not Hired,,2623,Yes
C089J2SBD,Female,34,High School,Private,8.7,Referral,APAC,Senior Support Agent,Freshdesk,B2,69,92.6,82,No,3.6,0.67,Offer,Not Hired,,1503,Yes
CTPA70S98,Female,49,Bootcamp,Public,3.8,Referral,North America,Customer Support Agent,Freshdesk,B2,31,85.4,43,No,2.7,0.3,Offer,Not Hired,,1005,No
C9J5S04FQ,Female,34,Master,Private,0.4,LinkedIn,Caribbean,Customer Support Agent,Freshdesk,C1,1,81.9,74,No,3.5,0.5,Offer,Hired,24.0,1132,No
CEKO45OLT,Male,38,Master,Private,2.7,Career Site,Andean,Customer Support Agent,Salesforce,B2,11,93.1,33,Yes,4.1,0.81,Offer,Hired,29.0,1321,No
C69IGZKHB,Female,26,Master,Public,3.8,LinkedIn,Andean,Customer Support Agent,Other,B1,27,84.6,57,Yes,4.0,-1.26,Offer,Not Hired,,1233,No
COOUHZYQG,Female,55,PhD,Public,1.2,Referral,Andean,Customer Support Agent,Zendesk,C1,14,81.4,47,Yes,2.7,1.21,Offer,Not Hired,,1277,No
CSYNJSMOM,Female,43,Master,Private,8.1,Career Site,Caribbean,Customer Support Agent,Intercom,C2,64,93.7,50,Yes,1.1,-0.49,Offer,Not Hired,,1110,No
CKZQQXND4,Male,31,Bootcamp,Public,9.6,Referral,North America,Senior Support Agent,Zendesk,B1,75,92.7,49,No,3.6,-0.15,Offer,Not Hired,,2081,No
CCUJHB6PM,Male,40,Master,Private,5.0,Career Site,Caribbean,Customer Support Agent,Intercom,B1,34,92.0,44,Yes,2.7,0.56,Offer,Hired,24.0,813,No
C0BURTE8I,Male,33,Master,Public,3.8,LinkedIn,Andean,Customer Support Agent,Salesforce,C1,27,51.2,40,Yes,3.7,0.18,Offer,Not Hired,,1434,No
CY0MEK367,Male,24,Master,Public,0.4,Job Board,Andean,Customer Support Agent,Salesforce,C1,12,85.6,50,Yes,4.0,0.69,Offer,Not Hired,,1455,No
CIVFZOZY9,Male,51,Bootcamp,Public,7.8,Recruiting Agency,Pacific,Customer Support Agent,Zendesk,B2,56,84.3,56,No,4.1,0.38,Offer,Hired,17.0,1175,No
CRMSFES3T,Male,51,Bootcamp,Public,4.0,Job Board,APAC,Team Lead,Zendesk,B2,36,82.1,69,No,4.5,-0.01,Offer,Not Hired,,2700,No
C2GQWMAC7,Female,49,Master,Private,3.0,Job Board,Pacific,Senior Support Agent,Zendesk,C1,24,87.1,59,Yes,4.2,1.63,Offer,Hired,27.0,1690,No
CVJJB8D1I,Male,32,Bootcamp,Public,5.1,Referral,Andean,Customer Support Agent,Zendesk,B2,42,84.5,69,Yes,4.5,0.89,Offer,Hired,27.0,1065,No
CMJ3BMKJG,Male,28,Bachelor,Public,2.3,Job Board,North America,Customer Support Agent,Zendesk,B1,14,87.6,37,No,4.3,0.52,Offer,Hired,32.0,999,No
C6NPN9MML,Female,20,Bachelor,Private,4.2,Career Site,APAC,Senior Support Agent,Salesforce,B1,31,80.2,50,No,4.3,0.87,Offer,Not Hired,,1688,Yes
CLDVAIHK1,Male,46,Bootcamp,Private,0.0,Job Board,Europe,Customer Support Agent,Zendesk,B2,0,94.0,64,Yes,3.3,-0.38,Offer,Not Hired,,1192,No
CV9M7BS2T,Male,31,High School,Public,6.6,Career Site,Europe,Senior Support Agent,Zendesk,C2,50,88.7,59,Yes,2.4,2.0,Offer,Hired,20.0,1807,No
C7LB1C104,Male,52,PhD,Private,3.5,Job Board,APAC,Customer Support Agent,Intercom,B2,30,86.6,45,No,5.0,-0.73,Offer,Not Hired,,1428,No
CR6GPE1Z3,Female,51,Master,Public,6.8,Job Board,North America,Customer Support Agent,Zendesk,B2,57,86.5,66,No,3.3,0.35,Offer,Not Hired,,1117,No
C1LC7RD79,Male,23,Master,Private,3.3,Referral,APAC,Customer Support Agent,Zendesk,C2,39,91.6,49,Yes,4.2,-0.01,Offer,Hired,29.0,854,No
CQ1BDJXEB,Male,52,Bachelor,Private,3.4,Job Board,Andean,Senior Support Agent,Salesforce,B2,29,90.5,46,Yes,2.9,-0.04,Offer,Not Hired,,2119,No
CY1022VS4,Female,24,Bachelor,Private,0.6,Career Site,Europe,Team Lead,Zendesk,B2,0,81.1,61,Yes,4.0,-0.16,Offer,Not Hired,,1960,No
CMD1J9O4B,Female,37,Bachelor,Private,5.8,Job Board,Europe,Senior Support Agent,Zendesk,B1,53,90.5,55,Yes,1.6,-0.44,Offer,Not Hired,,1557,No
CXQQJ8O4P,Female,36,Bachelor,Private,1.5,LinkedIn,APAC,Customer Support Agent,Freshdesk,C1,11,83.5,49,Yes,3.0,1.32,Offer,Not Hired,,1145,No
CB5GJ467P,Female,54,High School,Public,2.5,Job Board,Pacific,Senior Support Agent,Zendesk,C1,32,97.7,48,Yes,3.2,-0.83,Offer,Not Hired,,1806,No
C1L0SBPQJ,Prefer_not_to_say,43,Master,Private,3.8,Job Board,Europe,Customer Support Agent,Zendesk,C1,39,91.2,42,Yes,3.6,1.14,Offer,Hired,34.0,862,No
CNSBF1MVU,Male,51,PhD,Private,4.1,Career Site,Andean,Customer Support Agent,Zendesk,B2,30,77.3,50,Yes,4.1,0.83,Offer,Hired,26.0,977,No
CTOR38JY8,Female,41,Bachelor,Public,0.0,LinkedIn,North America,Senior Support Agent,Zendesk,B2,4,100.0,68,Yes,2.5,-0.09,Offer,Not Hired,,1322,No
CA2R8U4FF,Female,49,Bachelor,Private,3.2,LinkedIn,Caribbean,Customer Support Agent,Salesforce,B1,22,65.4,58,Yes,3.8,0.73,Offer,Hired,29.0,1203,No
C7SUGI3KV,Prefer_not_to_say,50,Bachelor,Private,5.9,Referral,North America,Team Lead,Zendesk,C2,47,87.6,67,No,4.2,0.11,Offer,Not Hired,,2826,No
CLJF77EMU,Female,50,High School,Private,2.8,LinkedIn,North America,Customer Support Agent,Zendesk,B1,26,76.7,61,Yes,4.9,-0.74,Offer,Hired,13.0,898,No
CNZJCMVG3,Male,34,Bachelor,Public,3.2,Recruiting Agency,Caribbean,Customer Support Agent,Zendesk,C1,32,97.4,48,No,3.8,-0.73,Offer,Hired,21.0,1264,No
CACSSKJCX,Female,33,Bachelor,Private,4.2,Referral,Andean,Customer Support Agent,Other,C1,39,84.4,35,No,3.0,0.84,Offer,Not Hired,,1254,No
CNEO7J6JG,Female,55,Bachelor,Public,3.5,Job Board,Caribbean,Senior Support Agent,Zendesk,B1,28,75.9,44,No,2.4,0.79,Offer,Not Hired,,1532,No
CJLEVMZRP,Male,46,Bachelor,Private,1.1,LinkedIn,North America,Customer Support Agent,Salesforce,B2,24,80.1,47,Yes,4.6,0.47,Offer,Hired,29.0,773,No
CQFZDZ91Q,Female,52,Master,Public,3.7,Referral,North America,Senior Support Agent,Zendesk,B1,27,76.6,46,Yes,3.8,-0.1,Offer,Not Hired,,1427,No
CL5JR177D,Male,40,Bachelor,Private,6.4,Recruiting Agency,North America,Customer Support Agent,Other,B2,42,80.0,67,No,3.3,0.08,Offer,Hired,30.0,1002,No
C6EV7X8ML,Female,53,High School,Public,1.1,Referral,Andean,Senior Support Agent,Zendesk,C2,0,79.4,67,Yes,2.2,-0.04,Offer,Not Hired,,2093,No
CLMYQ0OLG,Male,45,High School,Private,2.8,LinkedIn,Europe,Customer Support Agent,Zendesk,B2,31,76.3,82,Yes,2.6,-1.32,Offer,Not Hired,,1080,No
CT64JRZWC,Male,46,Bootcamp,Public,0.2,LinkedIn,North America,Customer Support Agent,Freshdesk,C2,1,84.2,46,Yes,3.7,0.31,Offer,Not Hired,,934,No
CVBEXDMVX,Male,25,Bachelor,Private,6.2,Recruiting Agency,Andean,Senior Support Agent,Zendesk,B1,51,85.6,74,No,3.5,0.72,Offer,Hired,26.0,1738,No
CQD2850O5,Female,39,Master,Private,3.6,Recruiting Agency,Caribbean,Senior Support Agent,Salesforce,B2,26,74.3,74,No,1.9,0.31,Offer,Not Hired,,1370,No
CRE4L7N5T,Male,46,Master,Public,1.6,LinkedIn,Pacific,Customer Support Agent,Intercom,C2,10,68.8,52,Yes,3.7,1.84,Offer,Hired,23.0,1185,No
CQK4CQNTJ,Prefer_not_to_say,47,Bachelor,Private,4.0,Job Board,Caribbean,Customer Support Agent,Intercom,C1,27,84.8,61,No,2.2,-0.65,Offer,Not Hired,,939,No
CXNGHZJLW,Female,54,Bachelor,Private,0.7,LinkedIn,Andean,Customer Support Agent,Zendesk,B2,8,86.3,70,No,4.2,-0.34,Offer,Hired,24.0,963,No
CLNIMYT91,Female,31,Bootcamp,Public,1.1,Job Board,Andean,Team Lead,Intercom,C1,8,87.9,54,Yes,3.4,0.37,Offer,Not Hired,,2535,No
CANKVJ8KS,Male,30,Bachelor,Public,0.0,LinkedIn,Andean,Senior Support Agent,Zendesk,C2,3,86.4,53,Yes,3.0,0.47,Offer,Not Hired,,2146,No
CE662MCZP,Female,54,Bachelor,Public,1.0,Career Site,Andean,Senior Support Agent,Other,C1,10,94.7,47,Yes,4.0,-1.46,Offer,Not Hired,,2260,No
C9ZT92QAD,Male,55,Master,Public,7.3,Career Site,Andean,Senior Support Agent,Intercom,C1,56,90.5,27,No,3.5,0.79,Offer,Not Hired,,1435,No
CPUBEZ1BS,Male,25,Bachelor,Public,1.9,LinkedIn,Europe,Senior Support Agent,Freshdesk,B1,6,100.0,56,No,4.2,0.47,Offer,Not Hired,,1548,No
CC045VW7W,Female,32,Bachelor,Public,5.0,Referral,North America,Customer Support Agent,Salesforce,B1,31,100.0,46,No,3.4,-1.66,Offer,Not Hired,,1185,No
CQ1V4S5BB,Male,54,Bachelor,Public,1.6,LinkedIn,Pacific,Customer Support Agent,Freshdesk,C1,31,68.2,42,No,3.4,0.14,Offer,Not Hired,,1293,No
CDUZHF41X,Male,26,Bootcamp,Private,5.8,Referral,North America,Senior Support Agent,Freshdesk,B2,55,65.0,60,Yes,3.1,-0.48,Offer,Not Hired,,1148,No
CRPAG6MZZ,Female,47,Master,Public,1.1,LinkedIn,North America,Customer Support Agent,Zendesk,B2,17,82.1,38,No,3.5,-0.16,Offer,Not Hired,,1114,No
CLHYDR5Z1,Male,23,High School,Private,3.9,LinkedIn,Andean,Customer Support Agent,Intercom,B2,27,86.3,65,No,4.5,-0.95,Offer,Hired,17.0,1020,No
CCHJKG8FZ,Female,25,High School,Private,3.9,Recruiting Agency,Andean,Customer Support Agent,Zendesk,B2,31,81.7,61,No,2.9,0.62,Offer,Hired,30.0,783,No
CVVHLVKYB,Female,48,Bootcamp,Private,9.9,LinkedIn,Andean,Senior Support Agent,Zendesk,B2,74,88.4,50,Yes,3.8,1.84,Offer,Hired,32.0,1359,No
CC0WB6A80,Male,41,Master,Public,5.4,Career Site,North America,Senior Support Agent,Salesforce,B2,35,80.2,54,Yes,2.7,0.49,Offer,Not Hired,,1555,No
C98L1HQIR,Female,39,Bachelor,Public,2.3,LinkedIn,Pacific,Customer Support Agent,Zendesk,B2,15,76.6,41,Yes,1.9,-1.69,Offer,Not Hired,,1110,No
C5PDL2SUP,Male,50,Bachelor,Private,5.6,Job Board,Pacific,Team Lead,Intercom,B1,53,78.2,64,Yes,3.4,0.51,Offer,Not Hired,,2763,No
CKVW6W93C,Female,30,Bachelor,Private,9.4,Referral,North America,Customer Support Agent,Zendesk,C1,80,81.2,57,No,3.6,0.07,Offer,Not Hired,,1158,Yes
CONAG1MFK,Male,37,High School,Private,0.0,Career Site,APAC,Customer Support Agent,Zendesk,C1,0,88.7,58,No,3.2,-0.74,Offer,Not Hired,,1256,No
CJGD13RW7,Female,41,Master,Public,1.6,LinkedIn,Caribbean,Team Lead,Salesforce,B1,11,78.2,61,No,2.3,0.57,Offer,Not Hired,,2410,No
C4B8CAO0C,Male,46,Bootcamp,Private,3.2,LinkedIn,North America,Senior Support Agent,Zendesk,B2,30,80.0,47,Yes,3.5,1.04,Offer,Not Hired,,1520,No
CKJO9LHEH,Male,31,High School,Public,2.7,Job Board,Pacific,Team Lead,Intercom,B2,18,86.7,37,Yes,3.5,-0.35,Offer,Not Hired,,2334,No
CEUPR3UFN,Male,42,Bachelor,Private,2.9,Job Board,North America,Senior Support Agent,Intercom,C1,24,80.6,66,Yes,2.7,-1.23,Offer,Not Hired,,1877,No
CL3LE0PDY,Prefer_not_to_say,35,High School,Private,0.4,Job Board,North America,Senior Support Agent,Salesforce,C1,6,91.0,63,No,2.4,-1.56,Offer,Not Hired,,1963,No
CH53NUUXC,Male,39,High School,Public,7.5,LinkedIn,North America,Customer Support Agent,Zendesk,C1,62,75.3,49,No,3.1,-0.35,Offer,Not Hired,,1076,No
CLGZCS08K,Male,50,Master,Public,0.1,LinkedIn,Andean,Customer Support Agent,Salesforce,C1,2,72.9,60,Yes,3.8,0.11,Offer,Not Hired,,947,No
CA0AC95Z4,Male,33,Bachelor,Public,3.3,Career Site,Pacific,Team Lead,Freshdesk,B1,22,84.7,70,No,3.6,-0.21,Offer,Not Hired,,2521,No
CCDKA5CT4,Non-binary,43,Bachelor,Public,6.5,Job Board,Europe,Senior Support Agent,Zendesk,B2,49,85.7,69,No,2.7,-0.36,Offer,Not Hired,,1822,No
C0IQT1PK2,Male,53,Bachelor,Public,3.7,Job Board,Pacific,Customer Support Agent,Zendesk,B1,23,75.3,48,Yes,3.4,0.76,Offer,Not Hired,,1303,No
C5RBS69OF,Male,47,Master,Public,1.3,LinkedIn,APAC,Customer Support Agent,Zendesk,B2,1,92.8,37,Yes,3.9,0.67,Offer,Not Hired,,988,No
CU38BKRD5,Female,55,High School,Public,0.3,LinkedIn,Caribbean,Customer Support Agent,Freshdesk,B2,2,97.4,39,Yes,2.5,0.43,Offer,Not Hired,,990,No
CEX7Y1J3P,Male,40,Bootcamp,Private,3.2,Career Site,Pacific,Customer Support Agent,Zendesk,C1,30,77.3,51,Yes,3.3,0.98,Offer,Hired,25.0,1225,No
CCNMSJQPL,Male,29,Bachelor,Private,1.8,Job Board,Pacific,Senior Support Agent,Zendesk,B1,6,94.0,73,No,4.2,-0.34,Offer,Not Hired,,1596,No
CZK1J5NBF,Female,55,Bachelor,Public,4.3,LinkedIn,Pacific,Customer Support Agent,Intercom,C1,36,63.3,46,Yes,2.4,-0.74,Offer,Not Hired,,1026,No
C35HVUEQY,Female,42,PhD,Public,0.2,Career Site,Europe,Customer Support Agent,Freshdesk,B2,6,90.7,48,No,4.1,-0.22,Offer,Hired,26.0,1307,No
C84DIPFUA,Prefer_not_to_say,27,Bachelor,Private,5.9,Job Board,Andean,Team Lead,Zendesk,B2,36,75.5,48,No,4.4,-0.28,Offer,Not Hired,,1906,No
CEBK1G9JB,Female,30,High School,Public,4.1,Referral,North America,Customer Support Agent,Zendesk,C1,31,90.1,49,Yes,3.1,-1.6,Offer,Not Hired,,1439,No
CM0DC4VM1,Female,28,Bachelor,Public,4.3,Referral,North America,Customer Support Agent,Zendesk,B1,44,74.7,55,No,3.1,-0.24,Offer,Not Hired,,999,No
C4MUALVH9,Female,49,Bachelor,Public,7.5,Job Board,Europe,Customer Support Agent,Intercom,B2,63,82.1,40,Yes,4.0,1.24,Offer,Not Hired,,1243,Yes
C8JOGSEOT,Female,22,Bootcamp,Private,2.7,Referral,North America,Customer Support Agent,Salesforce,B2,10,75.6,68,No,3.2,0.97,Offer,Not Hired,,1082,No
CWVH2Y1Q6,Male,46,Bachelor,Public,1.9,Job Board,APAC,Customer Support Agent,Freshdesk,C1,19,80.5,53,Yes,1.7,0.72,Offer,Hired,36.0,1145,No
CO3HISU0K,Non-binary,39,Bootcamp,Private,2.4,Job Board,Europe,Customer Support Agent,Intercom,B1,15,96.8,85,No,3.2,0.37,Offer,Not Hired,,1057,No
C5LT7TY69,Prefer_not_to_say,21,Master,Public,3.3,LinkedIn,Caribbean,Customer Support Agent,Zendesk,C2,31,81.4,41,Yes,3.6,1.55,Offer,Hired,34.0,1241,No
CRPHT7RMD,Male,41,Master,Public,3.6,Career Site,Europe,Customer Support Agent,Other,C2,25,99.1,74,Yes,3.8,-0.7,Offer,Hired,21.0,1043,No
COI9SEC47,Male,46,Bachelor,Public,1.6,Referral,APAC,Customer Support Agent,Zendesk,C1,12,79.0,72,Yes,2.7,-0.62,Offer,Not Hired,,1005,No
C1EDH114D,Female,45,PhD,Private,0.0,Referral,Andean,Customer Support Agent,Zendesk,B2,0,93.9,50,No,3.1,1.26,Offer,Hired,30.0,1399,No
CF670DCCY,Male,38,PhD,Public,2.3,Job Board,North America,Team Lead,Zendesk,C1,18,69.2,50,No,4.0,0.27,Offer,Not Hired,,2411,No
C4WJ1C36Z,Female,31,Bootcamp,Private,4.7,Job Board,Caribbean,Customer Support Agent,Zendesk,B1,34,80.0,44,No,3.3,-0.35,Offer,Not Hired,,989,No
C5VQL7ZG8,Female,25,Bachelor,Private,4.2,Referral,North America,Customer Support Agent,Salesforce,C1,32,78.0,44,Yes,2.2,0.75,Offer,Not Hired,,854,No
CCVGXOPY1,Prefer_not_to_say,19,Bachelor,Public,6.9,Job Board,Andean,Senior Support Agent,Zendesk,B2,48,94.8,55,No,4.2,-0.14,Offer,Hired,25.0,2176,No
